1651;1915
1763;4191
1107;1257
1899;17
1963;4713
1938;4253
1386;2106
1058;1667
1732;2976
1253;3150
1373;2150
1945;645
1786;41
1725;2565
1626;2069
1506;551
1774;2173
1268;3329
1040;1129
1187;2434
1253;2753
1395;434
1325;3748
1785;368
1607;776
1962;2621
1825;2170
1112;3305
1291;101
1998;4017
1248;3870
1042;3853
1676;1121
1879;3490
1608;310
1119;4343
1077;4261
1471;2680
1823;867
1511;2380
1717;2709
1152;4119
1137;561
1615;4192
1481;2920
1484;3837
1754;1271
1200;3991
1615;948
1900;4951
1683;1970
1721;933
1010;3096
1648;2666
1783;2643
1434;4597
1956;2965
1502;2572
1005;1326
1555;3330
1091;1449
1501;3863
1541;1828
1751;991
1276;3160
1025;2121
1069;954
1028;4147
1926;2433
1726;3413
1733;3560
1690;3865
1299;4011
1783;3003
1502;4990
1497;1491
1480;4062
1916;4564
1396;1065
1684;84
1759;3348
1877;1540
1979;4498
1776;4430
1778;1788
1259;3729
1389;1950
1949;3533
1905;2917
1336;3287
1298;1400
1831;3793
1488;1744
1939;2852
1498;1078
1002;1102
1559;1639
1663;1536
1056;2920
1893;4439
1066;1962
1495;1133
1584;1962
1435;3830
1577;1238
1345;2220
1330;4030
1717;3443
1731;2767
1694;4420
1988;542
1274;4864
1026;4171
1098;2675
1760;3084
1599;2317
1017;1867
1970;895
1140;56
1013;4337
1715;2307
1053;3652
1854;2216
1177;1489
1613;4656
1094;756
1083;4775
1555;1005
1249;3862
1650;4750
1957;1717
1804;3575
1429;4739
1499;3547
1025;1079
1337;4761
1381;795
1421;4098
1774;1131
1431;1380
1433;3790
1183;4734
1837;3075
1199;2282
1870;3134
1773;504
1997;3221
1860;1917
1231;2144
1827;693
1480;4028
1082;3143
1648;4692
1499;942
1252;1661
1410;641
1595;1033
1487;379
1776;4358
1599;4728
1194;2656
1806;4941
1623;3220
1624;2352
1545;4820
1336;3130
1920;2027
1132;4095
1040;732
1386;810
1789;276
1476;4268
1562;1580
1772;997
1944;3175
1129;977
1472;1492
1697;3301
1652;2172
1860;3147
1982;2010
1240;102
1662;4145
1347;3505
1282;3304
1997;3750
1466;4653
1869;2212
1382;2940
1608;1809
1506;1246
1618;642
1161;1724
1954;874
1949;1682
1099;1642
1506;3729
1055;764
1705;1013
1047;910
1203;474
1269;23
1524;1695
1673;2268
1871;1472
1406;1412
1101;1429
1145;2890
1224;2802
1352;523
1031;2203
1336;4360
1460;4239
1726;3451
1378;3442
1405;1427
1102;2404
1410;1864
1036;4207
1324;4568
1013;4283
1600;385
1132;607
1747;1161
1503;1799
1676;449
1261;2300
1618;2111
1888;1529
1188;2731
1740;4676
1738;4744
1697;3392
1020;43
1531;3536
1850;3798
1795;253
1783;2345
1649;4952
1706;153
1735;4847
1026;2544
1101;1423
1008;203
1797;1580
1190;1981
1284;473
1323;877
1506;453
1511;3849
1783;3094
1139;3866
1364;3795
1255;2120
1687;812
1983;4867
1196;3786
1217;4309
1259;3045
1847;1417
1132;1999
1144;691
1545;3063
1573;4973
1455;4222
1948;3430
1148;3433
1680;3897
1377;3751
1524;2654
1973;4993
1285;3878
1076;3425
1439;808
1508;3036
1012;694
1583;2013
1460;220
1125;2041
1260;1742
1173;4437
1477;2197
1194;3295
1606;1953
1463;2284
1612;3075
1175;3752
1701;108
1893;4497
1891;3327
1751;3553
1965;3650
1667;1655
1239;841
1777;2625
1915;3894
1247;2385
1894;4304
1816;2826
1014;2847
1699;1336
1966;2626
1113;3369
1370;125
1584;3006
1746;3015
1863;2828
1054;1526
1657;3090
1997;351
1453;979
1126;1231
1815;2965
1127;2455
1077;2493
1017;4610
1499;2206
1309;2804
1124;3317
1637;4693
1056;780
1514;3251
1039;4621
1367;858
1796;322
1102;2725
1897;3945
1159;410
1719;2781
1939;2664
1586;2348
1645;4149
1765;3314
1371;3743
1024;1973
1862;89
1214;1600
1078;4548
1612;1269
1169;1547
1029;3351
1835;4047
1590;4306
1774;4443
1502;2724
1398;4112
1426;100
1165;3892
1154;4837
1346;4097
1103;275
1067;3611
1157;1681
1121;1658
1170;435
1564;3648
1180;3832
1664;2362
1350;2173
1841;966
1326;1371
1982;453
1268;185
1400;784
1706;2685
1123;4045
1647;1470
1766;3285
1952;1171
1300;3085
1333;4534
1578;2768
1140;2994
1151;3905
1108;2232
1204;50
1765;1994
1556;1431
1082;1761
1522;2670
1464;1256
1353;4555
1685;3093
1260;1373
1250;4928
1537;967
1207;4393
1584;384
1170;1467
1896;1981
1195;4533
1249;2330
1801;605
1482;1883
1498;655
1673;2542
1347;4499
1875;4947
1390;3561
1403;1688
1596;2156
1037;4233
1424;3237
1917;4364
1304;2701
1471;1931
1552;1872
1789;2480
1744;2013
1164;3086
1202;435
1841;1924
1224;2447
1473;2105
1014;193
1292;1830
1524;1410
1992;1115
1431;1378
1743;4468
1202;4701
1619;855
1908;1711
1411;1346
1003;2468
1670;2822
1731;4014
1578;4380
1842;2605
1531;2142
1602;4385
1653;3203
1099;917
1164;1065
1410;1718
1606;2607
1665;4465
1048;4290
1411;673
1043;1090
1289;4536
1823;2668
1528;1036
1961;1820
1667;4264
1860;4357
1269;2589
1855;4492
1689;2279
1151;4677
1080;1354
1345;4315
1791;2392
1559;524
1782;1456
1764;4971
1142;739
1556;2453
1585;2049
1994;4238
1961;4845
1502;1646
1148;4893
1241;3495
1003;4530
1270;4434
1688;4598
1111;4219
1145;1461
1303;4516
1957;955
1161;160
1403;4292
1734;492
1171;2715
1233;4586
1663;1126
1557;4559
1450;4804
1823;2903
1344;4700
1370;4929
1247;1529
1283;4774
1309;3895
1684;4985
1135;3446
1306;1431
1381;1831
1970;2607
1226;4415
1173;4792
1314;511
1610;3426
1933;1384
1150;1233
1618;1593
1435;4644
1997;1431
1692;747
1185;2625
1641;3786
1574;1579
1749;3700
1382;3605
1911;4110
1383;916
1196;4635
1440;4665
1455;4684
1740;3473
1934;2434
1492;4867
1598;157
1194;1932
1180;3893
1633;2864
1775;173
1270;4304
1686;1489
1408;2157
1736;120
1822;1219
1657;3516
1298;2814
1530;205
1103;4294
1260;498
1006;1846
1540;1693
1002;3387
1045;802
1324;3090
1112;4808
1735;3838
1448;1496
1249;2383
1794;4761
1649;2474
1823;995
1120;3515
1560;2362
1923;1044
1706;1531
1881;4962
1373;3196
1746;1709
1533;2135
1364;410
1267;4118
1237;1129
1319;1577
1502;151
1488;2601
1247;1818
1351;1835
1351;2578
1748;570
1918;4077
1476;1913
1835;3044
1491;2614
1393;2609
1169;4984
1091;4328
1812;291
1699;1537
1867;1560
1266;4291
1079;4573
1244;3004
1971;4490
1906;951
1058;1688
1953;2066
1233;3808
1731;4250
1858;2077
1137;4273
1862;2830
1626;115
1666;4662
1394;2707
1868;2106
1969;3471
1319;1805
1440;651
1538;1980
1277;2559
1140;3570
1674;2338
1672;1800
1447;1814
1095;2574
1532;2510
1498;176
1529;1184
1428;1004
1786;943
1663;2093
1279;486
1358;4111
1224;1898
1999;4529
1848;2342
1812;2762
1198;3380
1703;1176
1953;163
1173;83
1953;2401
1240;671
1066;3936
1995;2484
1701;2768
1105;3557
1860;2480
1056;1233
1905;4565
1097;3427
1921;3207
1135;4874
1744;2019
1938;4770
1308;1786
1236;4760
1781;3350
1799;3645
1249;3009
1347;4579
1904;134
1971;2314
1897;3261
1120;357
1991;4912
1210;376
1192;2937
1805;2216
1720;3531
1799;4253
1099;3974
1896;311
1790;1043
1714;694
1772;502
1626;4703
1780;2063
1847;225
1294;2092
1851;2491
1901;3928
1386;1740
1675;3291
1762;286
1291;92
1182;509
1397;377
1171;4283
1351;512
1174;4004
1724;1139
1885;1771
1769;4089
1015;3336
1840;4557
1065;1606
1385;4068
1709;2488
1750;108
1972;463
1990;1805
1003;961
1774;403
1734;3046
1834;3477
1697;4472
1761;2532
1577;2674
1177;928
1047;3257
1366;4020
1512;61
1206;829
1257;4819
1113;1022
1416;46
1537;2657
1097;3589
1599;2051
1152;4536
1970;1731
1811;1037
1845;257
1795;264
1280;4639
1257;4563
1081;156
1884;4934
1339;961
1921;1703
1043;3201
1803;2907
1523;3592
1274;1840
1253;4885
1480;3457
1663;3719
1750;1141
1846;3776
1252;4085
1894;3753
1922;4913
1823;1670
1111;3145
1245;3589
1453;905
1086;2562
1452;1855
1795;2211
1793;1719
1469;3563
1052;1624
1938;4243
1853;4506
1563;4360
1875;4107
1461;741
1119;2943
1082;753
1013;2158
1929;3401
1955;1357
1869;2193
1982;321
1393;3888
1948;3805
1274;1204
1967;1823
1731;3736
1992;3073
1411;4312
1971;4697
1998;2292
1522;469
1377;2672
1869;3793
1480;2292
1696;367
1153;2570
1026;4608
1797;1987
1545;196
1481;1655
1961;4482
1624;4832
1202;485
1723;2373
1846;4771
1721;4866
1553;2956
1168;2017
1951;1411
1477;396
1284;3888
1229;370
1866;1155
1870;2372
1510;2760
1216;216
1800;4244
1020;4856
1938;1939
1455;1928
1380;2782
1118;395
1515;1846
1516;2856
1549;2430
1356;4469
1902;877
1791;1619
1780;1868
1572;2470
1016;754
1056;906
1778;4463
1028;2190
1741;1353
1586;2727
1092;4252
1639;2145
1107;615
1487;2718
1174;4475
1354;4606
1034;4280
1382;3486
1552;4849
1961;4155
1316;2461
1639;4033
1381;853
1185;3464
1069;1879
1250;1372
1805;4636
1734;197
1410;1235
1823;571
1826;1577
1307;1359
1130;909
1917;3265
1693;1062
1209;2479
1561;1926
1078;4141
1591;1100
1498;4646
1882;4816
1240;4242
1993;755
1649;4331
1450;2992
1323;2399
1937;3031
1858;2898
1238;3879
1836;3848
1581;1443
1830;4561
1559;2536
1565;1106
1285;3765
1984;229
1074;3022
1815;2921
1799;4306
1841;2752
1840;436
1567;145
1615;970
1597;3846
1932;3444
1207;668
1005;1201
1144;3503
1776;3602
1339;1782
1020;2540
1715;4752
1235;3824
1924;2316
1876;2965
1542;2691
1226;1747
1067;2094
1289;1355
1385;2440
1043;1173
1623;3094
1179;2497
1475;3709
1233;1777
1085;777
1522;4757
1402;4573
1623;689
1562;4193
1324;1229
1867;3273
1533;227
1372;225
1271;2000
1268;4419
1565;666
1348;2440
1678;38
1452;1446
1354;4118
1209;3337
1751;2700
1572;4491
1239;1577
1394;3890
1415;1494
1310;3287
1417;2279
1607;2553
1633;1435
1004;4695
1456;4549
1698;90
1071;997
1913;324
1886;2183
1348;3224
1761;508
1330;1570
1017;4551
1538;4563
1737;526
1834;4022
1991;1861
1900;3876
1329;31
1136;2140
1886;1507
1818;4871
1529;2235
1341;4897
1948;1009
1092;4200
1713;4717
1745;2469
1462;2480
1965;1751
1840;4579
1062;3318
1241;3353
1164;2646
1427;1235
1559;567
1785;4498
1306;3835
1791;2069
1613;709
1309;821
1531;1866
1469;3701
1584;3622
1866;150
1309;2981
1101;3227
1599;1544
1344;4854
1914;1472
1861;2462
1687;2484
1163;1424
1096;3343
1967;2377
1710;1961
1373;2215
1323;2308
1017;732
1112;3449
1147;1652
1283;2354
1484;2334
1353;3060
1766;4567
1928;1292
1703;2980
1133;2401
1693;154
1487;4923
1648;1224
1870;6
1942;4140
1755;2138
1487;4855
1296;1825
1939;4129
1456;1252
1887;956
1466;255
1572;118
1490;3046
1381;2378
1114;2515
1250;1289
1542;2139
1052;2448
1759;3885
1632;1520
1531;1418
1700;3504
1309;4332
1590;401
1480;4306
1058;3964
1557;4982
1588;4138
1678;1658
1157;4074
1818;3291
1662;2835
1040;3559
1008;4586
1452;4137
1837;3084
1548;904
1871;3533
1223;1722
1836;2
1332;852
1603;2325
1784;2143
1312;1071
1812;1018
1591;4810
1818;1346
1494;4979
1699;108
1300;2189
1952;568
1654;2434
1363;718
1468;1918
1063;4633
1830;4878
1299;373
1174;2599
1955;1207
1853;3604
1254;1097
1462;1393
1013;3448
1335;3680
1454;63
1948;3258
1656;3285
1556;2208
1121;4943
1756;1733
1089;1800
1084;3443
1964;300
1509;4792
1660;4428
1038;4247
1939;1766
1653;2444
1317;3030
1258;1252
1055;89
1000;3777
1811;1133
1123;2531
1353;2046
1123;3989
1186;2844
1885;503
1585;229
1950;2490
1375;1057
1611;402
1522;2384
1667;656
1334;1519
1218;4929
1495;3579
1387;4892
1323;2490
1396;762
1251;433
1837;3443
1364;977
1701;3279
1437;216
1828;367
1106;3602
1269;1173
1038;3708
1275;4075
1560;4918
1591;4032
1803;1997
1611;2950
1783;641
1602;3173
1352;780
1705;3730
1470;3759
1537;1247
1739;4297
1075;2008
1813;4026
1714;4514
1423;95
1857;807
1560;616
1842;4559
1107;3537
1965;4445
1897;1957
1800;1301
1686;3296
1686;1278
1797;556
1671;4124
1859;4830
1957;3792
1262;3496
1456;2886
1189;4665
1921;4409
1024;4721
1010;1571
1975;4940
1424;3908
1551;3559
1701;3994
1890;3798
1105;1078
1215;3764
1221;3892
1048;2355
1440;2973
1271;4984
1444;3144
1604;1266
1643;4677
1229;1742
1005;2615
1854;3152
1065;4649
1070;2972
1035;4354
1688;266
1966;828
1221;1468
1089;3520
1502;3479
1529;553
1998;345
1218;2363
1758;4392
1496;3085
1172;2631
1637;3392
1049;4688
1532;582
1646;4671
1209;2327
1235;4889
1409;1709
1831;27
1926;3770
1631;811
1590;4277
1775;2404
1509;1481
1963;4354
1785;1953
1483;1768
1742;4979
1263;3372
1558;4421
1535;4471
1556;1866
1215;3776
1614;1809
1457;3155
1414;4141
1084;4689
1264;275
1216;1361
1911;1213
1249;4760
1133;3124
1358;2451
1233;4172
1333;604
1875;849
1917;3313
1365;551
1592;2780
1017;1820
1289;61
1426;3038
1548;407
1246;1544
1330;3447
1551;4893
1868;2907
1276;3675
1870;4973
1451;3144
1721;4326
1561;2648
1932;2740
1731;3243
1658;4621
1080;4226
1410;596
1853;1837
1875;318
1359;2289
1518;2816
1686;4454
1816;1433
1365;1750
1701;3866
1720;876
1067;1774
1849;3186
1623;1944
1695;161
1789;429
1730;375
1825;3951
1339;1999
1009;2636
1709;4805
1085;3204
1211;1906
1870;447
1383;2766
1181;265
1874;3748
1765;4539
1828;4363
1280;2206
1061;1376
1877;192
1759;2268
1589;2496
1515;2802
1642;1311
1392;669
1529;1225
1121;2860
1604;200
1325;603
1760;551
1228;883
1738;2229
1256;1171
1886;1483
1265;841
1861;1085
1838;3257
1941;2992
1937;1204
1055;4843
1101;4990
1097;1104
1333;907
1628;2009
1667;3271
1702;1744
1218;1947
1689;2055
1656;2005
1050;1932
1595;594
1030;1886
1954;2095
1526;4305
1576;282
1069;3105
1690;818
1132;3821
1618;3778
1459;2137
1611;2850
1833;3615
1097;3734
1851;1220
1639;636
1195;3946
1073;1187
1603;4535
1578;2312
1746;1361
1423;1914
1636;3059
1074;1781
1539;4706
1478;4353
1077;186
1889;2137
1754;792
1186;2690
1407;2527
1637;1779
1558;4870
1291;3776
1591;2145
1256;1556
1712;3949
1735;1876
1284;4003
1535;852
1303;2878
1327;3989
1889;3475
1111;3756
1360;1253
1761;3428
1168;330
1533;3260
1735;2267
1643;1131
1240;4530
1601;503
1293;2530
1908;2622
1556;4427
1799;4634
1768;2563
1613;3103
1121;4928
1073;3407
1775;2299
1683;560
1791;2456
1934;2515
1023;4796
1273;2918
1965;2687
1388;4302
1582;4055
1004;1667
1742;4240
1757;1275
1895;1530
1565;1055
1511;604
1698;1157
1390;4596
1738;4556
1540;1433
1455;462
1123;1864
1438;431
1124;477
1251;1517
1566;558
1447;2414
1488;3319
1824;4118
1206;281
1147;316
1076;4077
1672;4430
1427;4908
1014;3578
1132;903
1230;1222
1957;2995
1371;2951
1827;2008
1304;3241
1230;4390
1678;3068
1203;3110
1690;3285
1306;476
1134;2217
1130;1118
1776;148
1651;2396
1711;4302
1026;460
1326;1329
1168;407
1803;612
1594;582
1807;4882
1948;3632
1581;3435
1870;578
1040;2925
1713;3658
1700;2524
1796;2354
1919;2145
1287;445
1805;3184
1989;2754
1164;1794
1830;4324
1223;2939
1440;424
1713;4396
1251;2661
1805;4405
1282;4994
1136;959
1155;3931
1610;1933
1715;646
1920;4388
1675;2343
1027;1789
1867;4901
1497;4389
1055;231
1540;4672
1660;879
1736;4846
1044;3562
1429;1998
1336;4929
1345;4098
1453;616
1531;3351
1144;4984
1338;2929
1132;1517
1246;544
1274;810
1710;1396
1384;3646
1201;3977
1505;2014
1988;21
1339;3282
1056;2874
1298;1739
1282;3200
1790;1757
1229;4939
1768;4119
1859;1337
1874;2713
1387;4390
1273;1814
1946;2943
1462;3434
1938;1036
1790;1487
1228;2761
1238;1444
1951;2777
1407;1991
1943;2721
1898;583
1514;1460
1588;3621
1337;2860
1026;3732
1970;275
1740;1476
1403;1635
1830;589
1465;1444
1364;994
1842;4116
1408;4942
1277;2508
1579;637
1366;423
1806;3042
1379;702
1783;2385
1288;1073
1738;2491
1737;912
1426;366
1223;2382
1648;2950
1844;1307
1897;4216
1519;1590
1438;732
1069;1623
1084;2803
1751;452
1726;1744
1467;1184
1745;523
1160;197
1781;4879
1408;3062
1220;1074
1625;1265
1596;1758
1882;3661
1660;1485
1278;1426
1091;1226
1478;3561
1263;3975
1770;501
1292;2989
1884;3835
1241;4825
1162;2677
1813;3191
1173;2806
1165;1518
1964;2392
1743;2217
1999;1366
1088;1086
1754;1165
1033;2723
1566;4912
1730;873
1419;2509
1773;2366
1860;1346
1419;2023
1988;2973
1159;3330
1590;2087
1487;845
1204;4947
1442;3751
1298;4636
1744;4971
1143;3079
1835;1641
1884;2244
1050;1548
1044;1498
1933;2768
1412;4848
1573;443
1074;1153
1408;2156
1114;23
1338;227
1093;4727
1638;3726
1128;3676
1061;3952
1409;4632
1537;3161
1731;2637
1771;2852
1580;4366
1932;2426
1988;4264
1081;2367
1807;4254
1861;2714
1918;4558
1147;4447
1958;2541
1120;1180
1818;2454
1858;1654
1227;3258
1440;4720
1561;4845
1035;252
1859;1398
1423;3498
1026;3679
1864;281
1433;2139
1795;2247
1100;4021
1044;898
1873;2366
1593;291
1457;4458
1503;1146
1939;3702
1427;1023
1906;3058
1436;2813
1339;3864
1477;3640
1090;1386
1729;4833
1843;683
1002;1906
1692;3508
1656;148
1282;3424
1408;4144
1833;597
1347;3107
1418;3737
1142;3471
1002;4306
1377;327
1687;211
1341;2600
1442;2474
1949;2275
1323;2165
1294;604
1649;1613
1281;4940
1758;3594
1784;2819
1138;2188
1125;2779
1564;4968
1060;3061
1092;2146
1453;1024
1532;160
1380;2283
1811;510
1974;2726
1412;2390
1608;3478
1888;4342
1653;149
1626;2390
1058;1498
1256;4890
1730;3677
1024;3033
1810;4809
1397;1073
1614;1797
1341;4642
1318;1365
1583;834
1389;1395
1078;1013
1881;312
1029;3400
1754;3077
1215;4148
1156;2691
1139;3941
1431;624
1649;176
1884;1770
1435;4289
1917;2697
1545;2740
1653;1377
1269;298
1367;2079
1071;2384
1121;465
1169;3248
1545;4352
1162;703
1550;1196
1262;4940
1036;4710
1258;1944
1050;422
1738;3671
1729;768
1265;677
1284;2715
1715;3716
1169;4525
1741;3709
1052;4555
1379;4819
1379;4201
1618;2198
1801;3910
1627;3097
1922;4751
1048;3721
1110;1630
1538;2008
1639;1241
1017;1746
1800;3438
1141;338
1602;2406
1571;4856
1666;893
1090;4406
1743;1626
1434;391
1741;3798
1940;4082
1212;1418
1689;4829
1193;1290
1094;1677
1258;4045
1264;2711
1860;2776
1527;1582
1482;822
1855;3020
1378;4730
1872;686
1527;3939
1495;3257
1666;1420
1301;2123
1961;3148
1942;3058
1263;1845
1581;1634
1161;2206
1615;358
1170;3703
1731;2249
1675;4060
1230;2336
1337;670
1295;2124
1320;189
1576;1984
1942;3646
1877;731
1699;133
1369;428
1828;480
1543;977
1809;4776
1323;4564
1046;569
1192;4832
1325;1586
1728;535
1705;3228
1570;4044
1124;712
1635;1539
1414;1135
1445;3479
1635;3711
1324;2802
1725;3773
1216;3048
1215;2174
1476;1705
1411;3706
1045;894
1893;2397
1345;4176
1150;356
1220;3836
1281;3184
1213;2581
1783;1653
1648;127
1784;1125
1481;4607
1287;849
1687;3616
1229;2335
1521;3013
1859;518
1244;1364
1343;1959
1027;44
1151;4215
1899;2245
1556;4752
1469;1621
1910;1479
1557;4527
1055;2055
1546;4761
1527;4998
1545;1717
1014;2749
1878;3997
1705;4854
1545;648
1720;3734
1716;4463
1112;4427
1906;2720
1145;4929
1999;369
1215;1804
1535;773
1505;3258
1374;4099
1656;377
1495;3990
1718;4440
1634;3782
1245;2120
1130;3622
1206;97
1145;3376
1104;1066
1424;2132
1979;3997
1201;2319
1752;167
1387;3264
1262;680
1442;4933
1455;3688
1195;4085
1457;2527
1948;2219
1117;613
1674;4272
1203;1346
1360;2040
1174;907
1474;4488
1112;702
1754;4416
1313;1971
1881;3115
1972;4561
1994;2096
1264;4924
1279;3163
1421;4358
1205;1641
1716;1881
1327;335
1666;4747
1107;1354
1178;3281
1952;1530
1947;2561
1935;4885
1196;1555
1856;3783
1554;4304
1957;1414
1961;3173
1351;4177
1743;2514
1154;1327
1067;2770
1699;3051
1309;3589
1704;3118
1417;257
1698;3332
1613;3103
1794;987
1532;4172
1801;2207
1695;3351
1418;2287
1120;1542
1261;2733
1470;4036
1500;3752
1764;4898
1624;156
1432;2742
1214;1992
1976;2059
1082;950
1160;1409
1630;2717
1266;4151
1114;1614
1938;1022
1015;4810
1054;1510
1451;3488
1765;302
1547;2562
1765;3370
1013;3863
1124;2961
1217;1578
1614;1432
1391;983
1731;2038
1509;2062
1083;657
1808;521
1748;2083
1059;1422
1669;1968
1256;954
1087;2645
1697;1249
1976;1876
1733;4755
1345;3706
1068;4060
1220;1775
1150;3703
1300;4261
1356;931
1570;687
1455;2058
1546;263
1641;4308
1995;727
1245;4108
1777;3
1752;3174
1516;4010
1208;214
1984;505
1049;3239
1516;3402
1010;4203
1032;4922
1875;4344
1451;730
1937;1846
1580;634
1427;3443
1385;2683
1384;3011
1343;1963
1973;3854
1546;3227
1156;140
1266;3382
1028;4769
1857;1654
1207;2658
1944;3945
1216;3959
1437;4268
1742;1816
1931;114
1516;810
1463;3796
1677;4503
1714;809
1148;560
1130;4957
1238;2609
1967;4178
1940;2538
1712;4225
1758;4742
1804;2607
1961;4911
1722;290
1512;2642
1214;3633
1369;4721
1352;956
1654;993
1717;3592
1163;3827
1806;3245
1781;2453
1105;2994
1994;615
1074;2779
1516;910
1658;487
1749;3006
1505;3741
1238;4148
1798;4771
1964;3965
1327;544
1353;3479
1380;4786
1135;487
1680;4871
1590;1685
1483;3882
1445;1855
1203;187
1811;2827
1713;1409
1252;378
1333;3556
1988;1297
1390;1213
1809;4710
1972;220
1309;3544
1935;4298
1462;1034
1735;1669
1366;4222
1614;754
1092;4467
1449;3925
1355;738
1593;425
1805;722
1665;2291
1216;970
1405;2879
1138;4793
1785;2225
1809;1878
1198;3065
1131;3312
1748;3208
1177;4910
1023;1723
1258;3697
1905;3397
1478;4602
1280;4185
1558;2868
1724;3958
1105;1938
1462;4249
1021;2920
1688;2000
1489;2412
1734;4560
1144;4153
1000;1004
1145;505
1929;3499
1427;2690
1442;4015
1611;3166
1157;4105
1961;201
1942;3597
1388;3679
1464;1712
1055;2335
1388;3315
1591;1915
1708;1078
1670;2510
1045;4554
1998;4877
1117;1106
1245;2913
1276;2428
1975;734
1307;4408
1584;973
1357;3705
1065;1992
1675;311
1199;2577
1952;2705
1651;4649
1982;4120
1396;3661
1729;596
1044;2504
1871;4416
1968;4093
1005;2614
1829;3965
1582;4831
1664;2325
1699;81
1293;2995
1441;1522
1946;281
1602;4634
1845;2147
1591;3660
1167;200
1524;1617
1923;4171
1339;2281
1925;4390
1839;2748
1501;1347
1918;1463
1151;1352
1304;1524
1648;4692
1487;619
1323;3648
1779;4490
1281;4045
1855;969
1092;712
1348;912
1407;1322
1081;3174
1702;3097
1625;4438
1833;3951
1928;270
1547;1764
1534;1603
1867;1054
1876;1809
1061;2649
1662;4612
1390;4278
1470;2022
1479;949
1613;909
1051;3733
1868;3875
1221;962
1255;2706
1000;919
1651;571
1534;1827
1899;2737
1188;1470
1465;1761
1653;4032
1242;3613
1473;314
1247;1887
1008;3983
1806;2433
1253;3352
1530;838
1568;2971
1098;504
1225;4928
1768;3890
1711;4516
1957;1807
1678;1579
1659;2914
1720;4348
1386;2359
1160;1
1334;353
1412;4749
